product_id,product_name,category,brand,unit_price
P00934,Maxwell Refrigerator 262,Home Appliances,Maxwell,19000
P00935,Apex Gaming Headset 488,Gaming,Apex,422000
P00936,Prime Phone Case 390,Accessories,Prime,62000
P00937,Vertex Tablet 705,Electronics,Vertex,763000
P00938,TechCore USB Cable 639,Accessories,TechCore,35000
P00939,UrbanPro Gaming Keyboard 753,Gaming,UrbanPro,147000
P00940,Maxwell Smartphone 538,Electronics,Maxwell,114000
P00941,Nova Gaming Keyboard 904,Gaming,Nova,552000
P00942,Zenith Electric Kettle 820,Home Appliances,Zenith,538000
P00943,Vertex Power Bank 932,Electronics,Vertex,473000
P00944,Pulse Laptop Bag 181,Accessories,Pulse,37000
P00945,Apex Laptop Bag 134,Accessories,Apex,20000
P00946,Zenith Gaming Mouse 709,Gaming,Zenith,45000
P00947,Apex Desk Lamp 112,Office,Apex,136000
P00948,Apex Notebook 510,Office,Apex,75000
P00949,UrbanPro Laptop 669,Electronics,UrbanPro,520000
P00950,Maxwell Monitor 483,Electronics,Maxwell,293000
P00951,Vertex Gaming Headset 552,Gaming,Vertex,78000
P00952,SmartEdge USB Cable 440,Accessories,SmartEdge,27000
P00953,TechCore External SSD 635,Electronics,TechCore,230000
P00954,UrbanPro Wireless Mouse 292,Accessories,UrbanPro,3000
P00955,Prime Office Chair 885,Office,Prime,10000
P00956,Apex Desk 261,Office,Apex,126000
P00957,SmartEdge Mechanical Keyboard 474,Accessories,SmartEdge,30000
P00958,UrbanPro Standing Fan 468,Home Appliances,UrbanPro,123000
P00959,Pulse Desk Lamp 720,Office,Pulse,27000
P00960,TechCore Laptop Bag 118,Accessories,TechCore,8000
P00961,Prime Printer 188,Electronics,Prime,238000
P00962,Zenith Bluetooth Speaker 407,Electronics,Zenith,721000
P00963,Pulse Gaming Monitor 531,Gaming,Pulse,27000
P00964,Vertex Screen Protector 716,Accessories,Vertex,9000
P00965,Maxwell Filing Cabinet 727,Office,Maxwell,63000
P00966,NexGen Wireless Mouse 871,Accessories,NexGen,11000
P00967,Apex Game Console 522,Gaming,Apex,29000
P00968,Zenith External SSD 475,Electronics,Zenith,704000
P00969,SmartEdge Smart TV 739,Electronics,SmartEdge,766000
P00970,Nova Desk Lamp 713,Office,Nova,22000
P00971,Nova Washing Machine 863,Home Appliances,Nova,571000
P00972,TechCore Controller 833,Gaming,TechCore,47000
P00973,Maxwell Electric Kettle 189,Home Appliances,Maxwell,36000
P00974,Apex Notebook 632,Office,Apex,21000
P00975,SmartEdge Electric Kettle 861,Home Appliances,SmartEdge,50000
P00976,Zenith Tablet 208,Electronics,Zenith,155000
P00977,Prime Webcam 669,Accessories,Prime,15000
P00978,Vertex Gaming Keyboard 904,Gaming,Vertex,61000
P00979,NexGen Gaming Keyboard 635,Gaming,NexGen,31000
P00980,SmartEdge Screen Protector 828,Accessories,SmartEdge,48000
P00981,Nova Game Console 137,Gaming,Nova,209000
P00982,Apex Wireless Mouse 533,Accessories,Apex,4000
P00983,Maxwell USB Cable 170,Accessories,Maxwell,67000
P00984,UrbanPro Stapler 830,Office,UrbanPro,106000
P00985,Zenith Tablet 236,Electronics,Zenith,715000
P00986,Nova Laptop 440,Electronics,Nova,90000
P00987,Nova Wireless Mouse 871,Accessories,Nova,16000
P00988,SmartEdge Smartphone 387,Electronics,SmartEdge,659000
P00989,Nova Air Conditioner 852,Home Appliances,Nova,355000
P00990,TechCore Stapler 511,Office,TechCore,22000
P00991,UrbanPro Air Fryer 888,Home Appliances,UrbanPro,444000
P00992,Apex Router 650,Electronics,Apex,728000
P00993,Zenith Printer Paper 843,Office,Zenith,29000
P00994,Orbit Blender 884,Home Appliances,Orbit,20000
P00995,Zenith USB Cable 522,Accessories,Zenith,6000
P00996,UrbanPro Electric Kettle 125,Home Appliances,UrbanPro,210000
P00997,Nova Router 363,Electronics,Nova,181000
P00998,UrbanPro Gaming Monitor 251,Gaming,UrbanPro,31000
P00999,Pulse Screen Protector 775,Accessories,Pulse,5000
P01000,Nova HDMI Cable 141,Accessories,Nova,11000
